frame_number,timestamp,left_foot_strike,right_foot_strike,forward_lean,head_forward
0,0.0,unknown,unknown,0.0,0.0
1,0.03333333333333333,unknown,unknown,0.0,0.0
2,0.06666666666666667,unknown,unknown,0.0,0.0
3,0.1,unknown,unknown,0.0,0.0
4,0.13333333333333333,midfoot,midfoot,94.03032775379914,99.3884721080882
5,0.16666666666666666,unknown,unknown,0.0,0.0
6,0.2,unknown,unknown,0.0,0.0
7,0.23333333333333334,unknown,unknown,0.0,0.0
8,0.26666666666666666,unknown,unknown,0.0,0.0
9,0.3,unknown,unknown,0.0,0.0
10,0.3333333333333333,heel,heel,100.94305367861996,95.6303539812463
11,0.36666666666666664,heel,heel,99.98776746742676,82.34324991227086
12,0.4,unknown,unknown,0.0,0.0
13,0.43333333333333335,heel,heel,111.45887423214047,94.67029027911349
14,0.4666666666666667,unknown,unknown,0.0,0.0
15,0.5,unknown,unknown,0.0,0.0
16,0.5333333333333333,unknown,unknown,0.0,0.0
17,0.5666666666666667,heel,heel,177.45253282365573,127.70445047034525
18,0.6,heel,heel,177.89680158274606,178.60792135794156
19,0.6333333333333333,heel,heel,172.96293403203097,157.57616509422243
20,0.6666666666666666,heel,heel,179.77845437902815,139.63403599182047
21,0.7,heel,heel,178.19597912811582,125.88648920539644
22,0.7333333333333333,heel,heel,179.81607534135586,129.35216538461665
23,0.7666666666666667,heel,heel,178.92023936900938,122.15272525919426
24,0.8,heel,heel,176.1995082139738,138.1605820578934
25,0.8333333333333334,heel,heel,179.83908809224542,175.03498371289103
26,0.8666666666666667,heel,heel,177.43023409755256,157.11212661018516
27,0.9,heel,heel,177.87457115879337,158.28897710251394
28,0.9333333333333333,heel,heel,179.4445651482636,158.28864269042919
29,0.9666666666666667,heel,heel,179.71281060889117,153.4581195899502
30,1.0,heel,heel,174.56910605749036,162.40331582157023
31,1.0333333333333334,heel,heel,179.47548276346873,140.54502873340857
32,1.0666666666666667,unknown,unknown,0.0,0.0
33,1.1,unknown,unknown,0.0,0.0
34,1.1333333333333333,unknown,unknown,0.0,0.0
35,1.1666666666666667,unknown,unknown,0.0,0.0
36,1.2,unknown,unknown,0.0,0.0
37,1.2333333333333334,unknown,unknown,0.0,0.0
38,1.2666666666666666,unknown,unknown,0.0,0.0
39,1.3,unknown,unknown,0.0,0.0
40,1.3333333333333333,unknown,unknown,0.0,0.0
41,1.3666666666666667,unknown,unknown,0.0,0.0
42,1.4,unknown,unknown,0.0,0.0
43,1.4333333333333333,unknown,unknown,0.0,0.0
44,1.4666666666666666,unknown,unknown,0.0,0.0
45,1.5,heel,heel,84.6227869046325,68.3382914442305
46,1.5333333333333334,midfoot,midfoot,84.97615543812891,62.31199617936029
47,1.5666666666666667,midfoot,midfoot,84.93268786182692,61.56760238391847
48,1.6,forefoot,forefoot,84.94409924417761,48.44832377649378
49,1.6333333333333333,midfoot,midfoot,84.83344543303849,48.60692123692946
50,1.6666666666666667,midfoot,midfoot,84.68755176852436,59.093990290516444
51,1.7,midfoot,forefoot,85.02819030994802,57.729130075933774
52,1.7333333333333334,unknown,unknown,0.0,0.0
53,1.7666666666666666,midfoot,heel,8.070429579872883,22.776900757623117
54,1.8,midfoot,heel,7.438837916302142,21.955625207191332
55,1.8333333333333333,midfoot,heel,6.124010743112855,14.642302459266109
56,1.8666666666666667,midfoot,heel,4.837748623032526,9.980395399629652
57,1.9,midfoot,heel,3.7962571784227332,8.423482604330719
58,1.9333333333333333,heel,heel,3.3017599103454116,16.51517377900098
59,1.9666666666666666,heel,heel,1.5944184828644807,22.889315493563807
60,2.0,heel,heel,5.499603781390627,25.58207961385887
61,2.033333333333333,heel,heel,9.584297549080052,22.7275662814042
62,2.066666666666667,heel,heel,10.871332315520046,23.804501298777282
63,2.1,heel,midfoot,8.083365443979842,25.248125201244648
64,2.1333333333333333,heel,midfoot,6.529749727837576,22.031941674278208
65,2.1666666666666665,heel,midfoot,7.016409423706721,18.506615037447215
66,2.2,heel,midfoot,6.114123902101418,20.244667678628172
67,2.2333333333333334,heel,heel,4.751597694525718,24.529883885057824
68,2.2666666666666666,heel,heel,0.5556364514807317,19.815483247147526
69,2.3,midfoot,heel,3.557150004162404,21.600597242727673
70,2.3333333333333335,midfoot,heel,7.44338660735074,25.888200175696593
71,2.3666666666666667,heel,heel,6.135173386369707,17.72851408285685
72,2.4,heel,heel,5.832000942711383,18.785227678280908
73,2.433333333333333,midfoot,heel,4.695768757613889,19.5708988624865
74,2.466666666666667,heel,heel,3.2536509132606932,27.81288034571848
75,2.5,heel,heel,0.8610702693476293,29.486440439164003
76,2.533333333333333,heel,heel,5.903963751765508,23.34905318082354
77,2.566666666666667,heel,midfoot,10.227534532971658,24.504768516997547
78,2.6,heel,heel,10.796462560407358,22.35036729520065
79,2.6333333333333333,heel,heel,9.53601600409601,25.191544641511847
80,2.6666666666666665,heel,heel,6.807002119693199,26.090676698055905
81,2.7,heel,heel,6.886776296565663,28.39692028963587
82,2.7333333333333334,heel,heel,7.19927772295542,29.730933927846426
83,2.7666666666666666,heel,heel,3.5493195711128673,33.64620556004397
84,2.8,heel,heel,3.057799883614489,29.275805126342064
85,2.8333333333333335,midfoot,heel,1.8949124810316818,28.64108768783117
86,2.8666666666666667,heel,heel,0.19571221541189768,29.406257166371105
87,2.9,heel,heel,1.9231882387165578,30.750162702804516
88,2.933333333333333,heel,heel,1.5117683735309593,27.756763164561356
89,2.966666666666667,heel,heel,1.4669787201067117,28.450028545230754
90,3.0,heel,heel,1.399671522058082,33.44701695301436
91,3.033333333333333,heel,heel,0.5224569417759394,31.19825956662212
92,3.066666666666667,heel,midfoot,3.9481737574281572,28.290639583466515
93,3.1,heel,heel,7.171563115745999,35.20606143020391
94,3.1333333333333333,heel,heel,8.328512573821172,35.72331073082799
95,3.1666666666666665,heel,heel,9.18991464477652,36.05413537684569
96,3.2,heel,heel,9.692219943042966,32.1421057432629
97,3.2333333333333334,heel,heel,10.621135381800315,32.316430675847684
98,3.2666666666666666,heel,heel,9.05586624024919,35.911940622618026
99,3.3,heel,heel,7.051874773517215,37.371931462205175
100,3.3333333333333335,midfoot,heel,3.60311417734874,40.27655210410256
101,3.3666666666666667,heel,heel,1.1334203247299715,37.93438505839426
102,3.4,heel,heel,0.381530435463105,35.6817031816363
103,3.433333333333333,heel,heel,0.1267250929600358,34.34036875860791
104,3.466666666666667,heel,heel,1.7229317975986025,35.02160586624796
105,3.5,heel,heel,1.3311550059244168,41.280845935113504
106,3.533333333333333,heel,heel,3.98168826126616,51.293780939283955
107,3.566666666666667,heel,heel,8.669948846172046,50.29663743648719
108,3.6,heel,heel,11.403368901406841,48.591015000044166
109,3.6333333333333333,heel,heel,10.949862945443913,48.34672217360853
110,3.6666666666666665,heel,heel,11.265280104858057,47.13722254951448
111,3.7,heel,heel,11.723794057252059,41.04587456618817
112,3.7333333333333334,heel,heel,11.357700471722602,41.285847011690954
113,3.7666666666666666,heel,heel,10.67550140148467,44.74236301487462
114,3.8,heel,heel,7.446794142430824,48.095714499074866
115,3.8333333333333335,heel,heel,5.28214734214623,52.55190906287349
116,3.8666666666666667,midfoot,heel,4.139077620779631,55.30678670536581
117,3.9,heel,heel,4.60939799107696,52.51763139867609
