frame_number,timestamp,left_foot_strike,right_foot_strike,forward_lean,head_forward
101,3.3666666666666667,heel,heel,5.897839417495791,27.982518363252012
102,3.4,heel,heel,8.445026333168942,29.370969205090848
103,3.433333333333333,heel,heel,10.2834060913561,28.35513230217068
104,3.466666666666667,heel,heel,11.321937903351685,27.781526061886485
105,3.5,heel,heel,10.420329991417423,26.031594085632992
106,3.533333333333333,heel,heel,10.494049361780954,22.128669931639493
107,3.566666666666667,heel,heel,9.553825301993285,20.009408963752016
108,3.6,heel,heel,9.765430554924574,17.076387516211376
109,3.6333333333333333,heel,heel,9.19100930230403,15.04885931079968
110,3.6666666666666665,heel,heel,7.7192320573409985,13.865865237555106
111,3.7,heel,heel,7.2382229267528615,11.678736602477464
112,3.7333333333333334,heel,heel,5.304052615900745,9.616703352608928
113,3.7666666666666666,heel,heel,3.5364253756356376,1.995833569292405
114,3.8,heel,heel,0.9506439285230375,0.9695590515934176
115,3.8333333333333335,heel,heel,0.9187020322459586,0.8232335455862668
116,3.8666666666666667,heel,heel,2.1809636430501746,1.8155674115317664
117,3.9,heel,heel,1.539696069426335,0.9975915526237181
118,3.933333333333333,heel,heel,0.5663255403673202,0.5503360033487833
119,3.966666666666667,heel,heel,1.2206135665333024,6.433261865656715
120,4.0,heel,heel,3.614009602313012,9.061041594915038
121,4.033333333333333,heel,heel,3.7647494880999703,19.897712595556058
122,4.066666666666666,heel,heel,3.038563228739906,25.847377695377258
123,4.1,heel,heel,3.5861217199409037,24.56758207560703
124,4.133333333333334,heel,heel,5.449992175636283,29.999666582242117
125,4.166666666666667,forefoot,heel,6.544747734536831,30.42297816885795
126,4.2,midfoot,heel,7.7083617693218045,33.6038587747353
127,4.233333333333333,heel,heel,9.475395173758582,28.938884965329212
